from,to,label,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,bi_degree_from,bi_degree_to,in_common_friends,out_common_friends,bi_common_friends,in_total_friends,out_total_friends,bi_total_friends,transitive_friends,preference_attanchment_score,adamic_adar,adamic_adar_out_in
179323,1641498,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4188009,2228257,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2370518,997247,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4555565,4221320,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2461454,3671618,0,14,17,0,0,14,17,0,0,0,0,0,31,0,0,0,238,0.0,0.0
3432188,1527139,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2949588,2228225,0,34,25,0,0,34,25,0,0,2,0,0,57,0,0,0,850,0.18236657654083063,0.0
83148,2565566,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3442710,29234,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
858566,2797770,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3085772,4407165,0,1,5,0,0,1,5,0,0,0,0,0,6,0,0,0,5,0.0,0.0
1575293,3051289,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
563951,4418772,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3164408,1951294,0,2,108,0,0,2,108,0,0,0,0,0,110,0,0,0,216,0.0,0.0
1411941,1603875,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
115260,3593574,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
4695670,4857410,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4410843,4390009,0,4,5,0,0,4,5,0,0,0,0,0,9,0,0,0,20,0.0,0.0
4104308,2464306,0,5,1,0,0,5,1,0,0,0,0,0,6,0,0,0,5,0.0,0.0
1977997,4832260,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3077339,2675779,0,1,6,0,0,1,6,0,0,0,0,0,7,0,0,0,6,0.0,0.0
160398,3128153,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
1346838,187370,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
1759300,4594910,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2929912,2037308,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4541250,613334,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
2381978,2512363,0,2,1,0,0,2,1,0,0,1,0,0,2,0,0,0,2,0.07607990126022486,0.0
35685,4035891,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2337931,1042186,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2368724,2750849,0,14,2,0,0,14,2,0,0,0,0,0,16,0,0,0,28,0.0,0.0
2575505,4062899,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
583984,2384895,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3068045,2076873,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
3922345,4226549,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1106369,3982543,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3080883,1293819,0,5,2,0,0,5,2,0,0,0,0,0,7,0,0,0,10,0.0,0.0
4000876,1952303,0,4,2,0,0,4,2,0,0,0,0,0,6,0,0,0,8,0.0,0.0
3043277,2187756,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2366686,3342690,0,1,28,0,0,1,28,0,0,0,0,0,29,0,0,0,28,0.0,0.0
4538504,3589718,0,2,4,0,0,2,4,0,0,0,0,0,6,0,0,0,8,0.0,0.0
2916699,143667,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
805231,2695380,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3351930,1381505,0,3,3,0,0,3,3,0,0,0,0,0,6,0,0,0,9,0.0,0.0
4817268,4302948,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3608402,2065424,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1583815,4178705,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2394113,564898,0,1,26,0,0,1,26,0,0,0,0,0,27,0,0,0,26,0.0,0.0
4485449,781395,0,7,1,0,0,7,1,0,0,0,0,0,8,0,0,0,7,0.0,0.0
4817767,1570697,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
457533,2555129,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4178580,538400,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
459814,2978709,0,1,14,0,0,1,14,0,0,0,0,0,15,0,0,0,14,0.0,0.0
2835941,1505447,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1424547,3045986,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4710163,3790948,0,1,5,0,0,1,5,0,0,0,0,0,6,0,0,0,5,0.0,0.0
4727644,2173193,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07733928142848752,0.0
1473822,1668969,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3829898,407700,0,5,1,0,0,5,1,0,0,0,0,0,6,0,0,0,5,0.0,0.0
912135,1207981,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
968997,2034645,0,8,2,0,0,8,2,0,0,0,0,0,10,0,0,0,16,0.0,0.0
648069,2336305,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1343604,2915122,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
2419454,670172,0,10,2,0,0,10,2,0,0,0,0,0,12,0,0,0,20,0.0,0.0
4721151,4285830,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4772209,2167392,0,2,3,0,0,2,3,0,0,0,0,0,5,0,0,0,6,0.0,0.0
3484541,534740,0,14,1,0,0,14,1,0,0,0,0,0,15,0,0,0,14,0.0,0.0
2886941,4415305,0,29,1,0,0,29,1,0,0,0,0,0,30,0,0,0,29,0.0,0.0
3457794,4596915,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
332260,4244142,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
3124910,3953626,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3054194,4552916,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1813215,1469545,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
2315616,4165392,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
1011660,3310100,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
427739,110217,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2567446,2412893,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
481228,1808012,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.07380201915254651,0.0
1339180,1638217,0,3,3,0,0,3,3,0,0,0,0,0,6,0,0,0,9,0.0,0.0
3391228,3794862,0,1,7,0,0,1,7,0,0,0,0,0,8,0,0,0,7,0.0,0.0
1193552,3900691,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
4813577,3347126,0,4,2,0,0,4,2,0,0,0,0,0,6,0,0,0,8,0.0,0.0
209555,3876523,0,8,2,0,0,8,2,0,0,0,0,0,10,0,0,0,16,0.0,0.0
2164881,844149,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
3630012,2977974,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1947720,3160489,0,5,1,0,0,5,1,0,0,0,0,0,6,0,0,0,5,0.0,0.0
2698353,4528124,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
1904609,3308899,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1702675,2321633,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1527935,2130830,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
784621,417694,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2848479,946939,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1080429,3157792,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3678847,4835135,0,17,1,0,0,17,1,0,0,0,0,0,18,0,0,0,17,0.0,0.0
2998976,3922116,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
429016,2248122,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3398515,4370419,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2460841,173768,0,2,7,0,0,2,7,0,0,0,0,0,9,0,0,0,14,0.0,0.0
1090986,3972703,0,1,5,0,0,1,5,0,0,1,0,0,5,0,0,0,5,0.09061583262201849,0.0
4468921,3141621,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
39405,1884762,0,16,4,0,0,16,4,0,0,0,0,0,20,0,0,0,64,0.0,0.0
352221,1020007,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4299668,3709610,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1022116,101941,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1399548,425396,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
3228876,4533938,0,2,8,0,0,2,8,0,0,0,0,0,10,0,0,0,16,0.0,0.0
3558903,3033134,0,15,2,0,0,15,2,0,0,0,0,0,17,0,0,0,30,0.0,0.0
3078924,605467,0,2,11,0,0,2,11,0,0,0,0,0,13,0,0,0,22,0.0,0.0
3282018,1988909,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1679153,3010146,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
370982,116471,0,1,21,0,0,1,21,0,0,0,0,0,22,0,0,0,21,0.0,0.0
519078,2196790,0,78,1,0,0,78,1,0,0,0,0,0,79,0,0,0,78,0.0,0.0
2391854,3740299,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1364991,4735268,0,2,4,0,0,2,4,0,0,1,0,0,5,0,0,0,8,0.07380201915254651,0.0
2630771,3007868,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3556955,410812,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4532839,2501652,0,1,40,0,0,1,40,0,0,0,0,0,41,0,0,0,40,0.0,0.0
1283355,1032805,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2612427,2642730,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1720094,4193313,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1598158,1760295,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
954672,1804345,0,1,11,0,0,1,11,0,0,0,0,0,12,0,0,0,11,0.0,0.0
2074867,3732014,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
78316,441443,0,1,26,0,0,1,26,0,0,0,0,0,27,0,0,0,26,0.0,0.0
190937,3390240,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2866631,4161473,0,21,6,0,0,21,6,0,0,2,0,0,25,0,0,0,126,0.17403691032237825,0.0
2137370,3882395,0,1,42,15,602,16,644,1,24,0,0,0,43,617,25,0,10304,0.0,0.0
2745790,4603295,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1713556,3427135,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
833358,860769,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
4507676,4602584,0,3,2,0,0,3,2,0,0,0,0,0,5,0,0,0,6,0.0,0.0
2268671,1724345,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1120712,4106085,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2985993,4246169,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3787151,223526,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1946457,1276996,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3486569,2765127,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4251373,4674865,0,7,1,0,0,7,1,0,0,0,0,0,8,0,0,0,7,0.0,0.0
1426888,1503830,0,1,4,0,0,1,4,0,0,0,0,0,5,0,0,0,4,0.0,0.0
2513489,1046292,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
4634539,3366938,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3455970,3066565,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4651219,1247885,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3475757,1076139,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
4688667,236841,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2043628,1400790,0,23,3,0,0,23,3,0,0,0,0,0,26,0,0,0,69,0.0,0.0
1315253,3416329,0,1,3,0,0,1,3,0,0,1,0,0,3,0,0,0,3,0.07794757616848602,0.0
651673,3685814,0,13,1,0,0,13,1,0,0,0,0,0,14,0,0,0,13,0.0,0.0
578724,4841079,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3804511,1623815,0,3,2,0,0,3,2,0,0,0,0,0,5,0,0,0,6,0.0,0.0
4320313,3807990,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
476468,917574,0,7,1,0,0,7,1,0,0,0,0,0,8,0,0,0,7,0.0,0.0
2428043,4667860,0,4,3,0,0,4,3,0,0,0,0,0,7,0,0,0,12,0.0,0.0
1049160,1360605,0,1,21,0,0,1,21,0,0,0,0,0,22,0,0,0,21,0.0,0.0
4178878,4009137,0,1,12,0,0,1,12,0,0,0,0,0,13,0,0,0,12,0.0,0.0
68833,2453904,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3456137,2931905,0,7,1,0,0,7,1,0,0,0,0,0,8,0,0,0,7,0.0,0.0
4173373,4507403,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4300314,965985,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4512,2585786,0,13,3,0,0,13,3,0,0,0,0,0,16,0,0,0,39,0.0,0.0
2026302,1399703,0,1,29,0,111,1,140,0,26,0,0,0,30,111,26,0,140,0.0,0.0
1045434,3625614,0,4,14,0,0,4,14,0,0,0,0,0,18,0,0,0,56,0.0,0.0
3933381,1273386,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4006676,4726455,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
1851985,2910871,0,1,31,0,0,1,31,0,0,0,0,0,32,0,0,0,31,0.0,0.0
4292374,2888414,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
720366,2794682,0,71,6,0,0,71,6,0,0,3,0,0,74,0,0,0,426,0.24967189250585195,0.0
4679821,2169971,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4174542,1013115,0,1,4,0,0,1,4,0,0,1,0,0,4,0,0,0,4,0.08780939652056724,0.0
3667364,4464188,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
606293,2972978,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2165605,897677,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1482110,601541,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2282321,4653460,0,22,1,0,0,22,1,0,0,0,0,0,23,0,0,0,22,0.0,0.0
3916519,622738,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3646238,265948,0,47,2,0,0,47,2,0,0,2,0,0,47,0,0,0,94,0.16417467679052156,0.0
1414504,4442192,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1704874,2129029,0,1,28,0,0,1,28,0,0,0,0,0,29,0,0,0,28,0.0,0.0
533763,43243,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
369597,4428805,0,1,27,0,0,1,27,0,0,0,0,0,28,0,0,0,27,0.0,0.0
3400809,3312337,0,4,9,0,0,4,9,0,0,0,0,0,13,0,0,0,36,0.0,0.0
3329446,2379076,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3926208,2053378,0,3,2,0,0,3,2,0,0,0,0,0,5,0,0,0,6,0.0,0.0
115605,1759986,0,1,20,0,0,1,20,0,0,0,0,0,21,0,0,0,20,0.0,0.0
843936,3001635,0,2,3,0,0,2,3,0,0,0,0,0,5,0,0,0,6,0.0,0.0
4283015,2483531,0,19,1,0,0,19,1,0,0,0,0,0,20,0,0,0,19,0.0,0.0
4437084,3532721,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1542394,3806788,0,1,42,0,0,1,42,0,0,0,0,0,43,0,0,0,42,0.0,0.0
3505609,2774176,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3448835,2014835,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
2621078,4256138,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
698437,887806,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3793950,4130183,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4192561,2788297,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1659125,917147,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
312957,4141122,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
629242,564704,0,13,1,0,0,13,1,0,0,0,0,0,14,0,0,0,13,0.0,0.0
289991,4616602,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3061856,1324756,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2396961,2676512,0,1,7,0,0,1,7,0,0,1,0,0,7,0,0,0,7,0.07380201915254651,0.0
73548,3201491,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
421357,1660344,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
327171,887242,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
129938,1466302,0,6,3,0,0,6,3,0,0,0,0,0,9,0,0,0,18,0.0,0.0
3166547,770353,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3137727,1465991,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
344641,2037319,0,2,7,0,0,2,7,0,0,0,0,0,9,0,0,0,14,0.0,0.0
4656240,3577497,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
3202016,3888517,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3737148,1011415,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2110080,71974,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
157664,3334603,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1996084,4631897,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1462612,4506101,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1003571,526032,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
375566,4482614,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
724194,1216062,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
1118670,1810555,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
1313975,754402,0,1,56,0,0,1,56,0,0,1,0,0,56,0,0,0,56,0.07607990126022486,0.0
2255920,2151070,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
26332,2623072,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2299901,1638672,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2858551,3085983,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
884973,3354997,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4389448,4067947,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
830903,4273695,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1954593,1179329,0,9,3,0,0,9,3,0,0,1,0,0,11,0,0,0,27,0.08660411566445758,0.0
4466361,1617076,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
4392834,2650642,0,5,6,0,0,5,6,0,0,0,0,0,11,0,0,0,30,0.0,0.0
783607,1151264,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1098208,872414,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4272839,4171656,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
310727,4613299,0,2,1,0,0,2,1,0,0,1,0,0,2,0,0,0,2,0.07380201915254651,0.0
2504876,2878251,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1990756,2696841,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2645748,3662269,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3500178,3773318,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2210671,3260465,0,2,10,0,0,2,10,0,0,0,0,0,12,0,0,0,20,0.0,0.0
4332606,1314849,0,30,2,0,0,30,2,0,0,0,0,0,32,0,0,0,60,0.0,0.0
4049663,4224050,0,7,1,0,0,7,1,0,0,0,0,0,8,0,0,0,7,0.0,0.0
2125659,2442490,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
26774,3033036,0,1,50,0,0,1,50,0,0,0,0,0,51,0,0,0,50,0.0,0.0
1030093,4127520,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3384193,2113841,0,3,1,0,0,3,1,0,0,0,0,0,4,0,0,0,3,0.0,0.0
4803871,171094,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3920029,4567758,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1234310,4411367,0,2,2,0,0,2,2,0,0,0,0,0,4,0,0,0,4,0.0,0.0
2863027,4824289,0,4,27,0,0,4,27,0,0,0,0,0,31,0,0,0,108,0.0,0.0
1111339,3051076,0,7,2,0,0,7,2,0,0,0,0,0,9,0,0,0,14,0.0,0.0
2362838,2344243,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3439572,574881,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2320603,3155495,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
104839,3349477,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
2557772,661329,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1235295,1969277,0,1,3,0,0,1,3,0,0,0,0,0,4,0,0,0,3,0.0,0.0
355554,1903545,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
3036771,1921295,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
3773407,2234272,0,1,12,0,0,1,12,0,0,0,0,0,13,0,0,0,12,0.0,0.0
67925,2040561,0,5,2,0,0,5,2,0,0,0,0,0,7,0,0,0,10,0.0,0.0
1664726,377871,0,8,1,0,0,8,1,0,0,0,0,0,9,0,0,0,8,0.0,0.0
543647,3402138,0,2,1,0,0,2,1,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4128080,1612914,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
2938635,4064061,0,21,1,0,0,21,1,0,0,0,0,0,22,0,0,0,21,0.0,0.0
4039567,1053893,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
1969930,3467583,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
581137,2096887,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
4087035,3948920,0,1,33,0,0,1,33,0,0,0,0,0,34,0,0,0,33,0.0,0.0
2578105,1811305,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
98885,1379320,0,1,7,0,0,1,7,0,0,0,0,0,8,0,0,0,7,0.0,0.0
3351754,1933431,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
1601634,3819159,0,1,2,0,0,1,2,0,0,0,0,0,3,0,0,0,2,0.0,0.0
2971146,1283763,0,1,5,0,0,1,5,0,0,0,0,0,6,0,0,0,5,0.0,0.0
582513,3186300,0,3,2,0,0,3,2,0,0,0,0,0,5,0,0,0,6,0.0,0.0
332035,2746911,0,6,1,0,0,6,1,0,0,0,0,0,7,0,0,0,6,0.0,0.0
3464237,2767481,0,2,1,0,0,2,1,0,0,1,0,0,2,0,0,0,2,0.07990377954630021,0.0
4070396,414022,0,4,1,0,0,4,1,0,0,0,0,0,5,0,0,0,4,0.0,0.0
1061485,4415562,0,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0.0,0.0
1357469,4764451,0,2,4,0,0,2,4,0,0,0,0,0,6,0,0,0,8,0.0,0.0
